g_del_cd,g_len,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
o8116_g,4.5203430896656,,,,,,,,,,,,4.0,,,,,4.0,,,4.0,,,5.0,,,4.0,,4.0
o5374_y,3.0720003309499,,,,,3.0,,,,3.0,,3.0,3.0,3.0,,,,3.0,,,,3.0,,,,,,3.0,3.0
o8555,4.880826776351,,,,,,,,,4.0,3.0,4.0,4.0,5.0,4.0,,,,,,,,,,,,,,5.0
o8611_j,0.15595430862903,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
o3336,2.0275707304033,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,4.0,
ode_1.15_66,1.437710908398,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,3.0
o8350_y,1.7865769415538,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,
rin_1.2_00519,2.4706036681334,3.0,3.0,3.0,,,,,,,,,,,4.0,,,,,,,,,,3.0,,,,4.0
nyk_2.5_96,0.37360202576615,,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
o3982_x,3.0390040333933,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
o5729,1.5454309125086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4638,2.4078865780676,,,,,,,,,,,,,,,,4.0,,,,,,,,,,3.0,,
o8490,3.7057209732661,,,,,,,,,,,,,,,,,3.0,,,3.0,,,3.0,,,3.0,,3.0
rib_1.10.01171,1.4617506306618,,,,,,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,
o3040,4.4763772019934,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
o7809,6.2449665710783,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,
o7880,1.4986081258293,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
o7820,1.9953821102686,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
o8331,1.4781268606721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4376,3.7534956604904,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,5.0,
o7892_x,2.2042113981853,,,,,,,,,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,
o10273,2.0881921138702,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,
o5506,0.50792585578075,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
o2655,1.3579499591392,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
o10064_x,2.0706665043389,4.0,4.0,3.0,4.0,4.0,4.0,,,,,5.0,,5.0,,,,,,4.0,,,,,,,,,
o3881,2.3701289462519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.11.02333,0.25354245262518,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
ode_1.15_571,1.4554762228006,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
o9951,1.1277666542502,,,,,,,,2.0,,,,3.0,,,,,,,,,,3.0,,,,,,3.0
o8572_x,8.2861517099854,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0
ode_1.14_177,0.93963785998951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rib_1.10.01562,1.5139395134166,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,
ode_1.15_142,0.41765010428424,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
1.5.e-0470-010,5.0398831946828,,,,,,,,,,,3.0,,,,3.0,,,,,,,,,3.0,,,,2.0
o4141,1.2655217513644,,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,
ros_3.1_01480,1.1152632677755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5.c-0240-010,2.2397599649567,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
o8088_x,3.1301131314176,,,,,,,,,,,,,2.0,,,2.0,,,,,,3.0,,,,,,3.0
nyk_2.5_529,0.5024014644821,,,2.0,,2.0,,,,3.0,,3.0,,3.0,,3.0,,,,,,,,,,,,,
o6134,1.1803596246782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4536,2.3038678506727,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,
o10239,1.7875603703145,5.0,5.0,5.0,,,,,,,,,,5.0,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
o7499,6.5527125026877,3.0,1.0,2.0,2.0,,3.0,,3.0,2.0,2.0,3.0,3.0,,2.0,,2.0,,,,,,,,,,3.0,,
o5397,0.94413529363797,,,,,2.0,,,,3.0,,3.0,,4.0,,,,,,,,,,3.0,,,,,
o10480,2.7763285847773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4733,1.2157700100437,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,4.0,,,
o6845_y,1.0121514951557,,,3.0,,,,,,3.0,,,,,,,4.0,,,,,,,,,4.0,,,
o5725,0.83848360990619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7955_e,1.2808233100172,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,4.0
o8641_y,7.3482303980297,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,3.0,,,,,,
o5218,0.57498435281421,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
o6360,1.7166921735993,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
ros_2.2_09520,0.3305587568034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6153,0.54289182019145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6513,0.78425702972828,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5012_x,5.1679578753402,4.0,,,,,,,3.0,,3.0,,3.0,,3.0,,,,,,,,2.0,,,,,,3.0
o5004,2.3435463038368,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,
o8561,2.5893729978594,,,3.0,3.0,2.0,3.0,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,4.0,
o5251_x,5.4934884511579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o9872_x,4.4060965783937,,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,2.0,,,,,,,,2.0,,2.0
o7083,0.81647665085012,,,,,,,,,4.0,,,,4.0,,,,,,4.0,,,,,,,4.0,,
o5573,0.57888937739315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4703,4.2925976673394,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
o4749,2.3727354943098,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
o7215,3.3371781479019,,,,,,3.0,,,,3.0,,,,4.0,,,,,,,,,,3.0,,,,
o10316,1.6123303391727,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
o5798,1.4707250157454,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o9897,2.9451486995142,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
o5968,0.98543067734232,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0
o8265,2.1406997498731,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t83,0.38149148614013,,4.0,,,,,,,,5.0,,4.0,,5.0,,,,,,,,,,,,4.0,,
o5292_b,3.1834543609592,,2.0,2.0,,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,,,,,,,2.0,,,
o8507_b,4.8718691645131,,4.0,4.0,,,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,,,3.0,,,3.0,,,,
o5259_a,1.2698703912771,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,
o5426,5.6416756083475,,,,,,,3.0,,,,,4.0,,,,,,,,,,4.0,,,,,,2.0
1.6.c-0360-040,2.9678216255894,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
o8797,4.5478025809943,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,,,4.0,,,4.0,,,4.0
o3309,0.98224990719791,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,
ode_1.13_946,0.10730590413836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rin_1.2_00457,1.6985512317265,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
o8922_a,3.880544204843,,,,,,,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,
o7190,2.935094455098,,1.0,,,,,,,1.0,,,,2.0,,,4.0,,,,,2.0,,,,,,3.0,
o8608,2.6749381277858,,,,,,,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,4.0
o4511_y,1.1639799139954,,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,
o6659_x,1.8731785051757,,,,,,,3.0,,,,4.0,,,,4.0,,,,,,,,,,4.0,,,
o8134,2.6194244049265,,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,,,,,,,3.0,,,,,,4.0
o5778,1.1065399484371,,,,,3.0,,,,3.0,,,3.0,,,4.0,,,,,3.0,,,,,,,,
1.5.c-0720-040,1.0702302770462,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
o9954,7.2893162559173,2.0,3.0,3.0,3.0,,,,3.0,,,,2.0,,,,2.0,,,,,,,,,,,2.0,
o1558,3.2438840156387,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,,,
o9770,1.3392045008556,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
o5037,0.94998233222801,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
o3459,3.0278252471578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4026_a,2.6251409097494,,,,,,,,,,,,,,,,3.0,,,,,,,,,4.0,,,
o8211_b,2.2872597235917,4.0,4.0,4.0,4.0,3.0,4.0,3.0,,4.0,3.0,4.0,4.0,4.0,,,,3.0,,,4.0,,,,,,,,4.0
ode_1.12_506,2.6919059336893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5706,1.7106670943403,,,,,,,,,3.0,,3.0,,,3.0,,,,,,,,,,,,,,
o3502,1.6939966694576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8573,1.631197595427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8305,2.0096387076699,,3.0,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,4.0,,,,,,4.0
o6631,1.3047862725517,,,,3.0,,,,,3.0,,,,4.0,,,,,,,,,,4.0,,,,,4.0
o8784_d,0.98892944467914,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
o10176,1.0137503947786,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,
ode_1.13_57,1.6555011227209,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
o3440,2.023624250667,,,,,,,,,,5.0,,,4.0,,,,,,,,,4.0,,,,,,4.0
o3679_a,3.1689977008157,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
1.5.a-0260-030,0.23246414180013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5.c-0245-010,0.26469691456142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ros_2.4_13280,0.24638409938478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8876,4.1464048451722,,,3.0,,,,,,4.0,,,,4.0,,,2.0,,,,,,,,,3.0,,,
o7087,3.4011394909787,,,,,,,,,3.0,,,,3.0,,,,,,,4.0,,,,,,,4.0,
o4128,1.9613336036879,,,,,,,,,,,4.0,,,,,,,,,,,,5.0,,,,,
o8037,6.7351116595185,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,
aal1.1.0631,2.573006157356,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
o10537_b_a,1.1851762501455,,,,,,,,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,
o3174,2.0464823585428,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
o8340_c,2.5443250137031,,,,,,,,,3.0,,2.0,2.0,2.0,2.0,,,2.0,,,2.0,2.0,2.0,,,2.0,,,
o8503_a,2.8163568686759,,,,2.0,,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,3.0,3.0,,,,,,4.0,
o8411_x,4.7509543754974,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
o4869,2.8898911177372,,,,,2.0,,2.0,,2.0,3.0,3.0,2.0,2.0,3.0,3.0,,,,,,,,,,,,,
o6212,3.7061797585569,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,,,4.0,,,,,,,4.0,
rib_1.10.00493,3.1658653172848,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,3.0
o3712,2.3711314258984,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
o8999_a,4.0731277505826,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
t121,0.20446807107283,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,
o3272,3.5139385876223,,3.0,3.0,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,4.0,3.0,,,,,4.0,
o3962,4.118323347621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3330,2.1677509864006,,,,,,,,,,4.0,,,4.0,,,,,,,,,,,,,,5.0,
rin_1.8_00590,2.1605773899468,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
o7271_x,4.1759912819782,2.0,3.0,3.0,3.0,,3.0,,3.0,4.0,4.0,4.0,4.0,,4.0,,,,,,,3.0,,,,,,4.0,
1.7.b-0575-040,0.072503144649166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rin_1.8_00505,0.93896187744332,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
ode_1.14_366,5.4713593453667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7923_e,2.2245150751547,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
o6216,5.3384646843512,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
ros_2.4_02760,1.7107756992809,,,,,1.0,,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,,,,,,,,,2.0,,,,
o5817,2.754843919616,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
o7439_x,2.0686433158582,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,,,,
o10473,2.6892474465403,3.0,,,3.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,
1.5.b-0515-060,1.1754318454908,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
o7966,2.8713428792253,,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,,,4.0,
o4945,2.2719074975519,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0
o8496_d,5.8063739071064,,,,,,3.0,3.0,4.0,3.0,4.0,,4.0,3.0,4.0,4.0,,,,,,,4.0,,,,,,5.0
ode_1.13_1189,0.23081057605553,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
o8429_y,4.8918321831604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4089,0.60022079417688,,,,,,,,,,4.0,,,,,,,,,,,,,,,,5.0,,
ode_1.13_318,0.26920852802489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o10446_x,4.0867869249368,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,5.0
o6164,0.72473037802567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4652,1.3565855062627,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0
o5317,7.1343390222085,,,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,,,,2.0,,2.0,,,,,,,3.0,2.0
o7501_x,3.2302023028597,3.0,,,,,2.0,,3.0,2.0,2.0,2.0,2.0,,2.0,3.0,1.0,,,,,3.0,,3.0,,,,4.0,
o8634,5.2872906502184,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,,,,,,4.0,,,,,,4.0,
o4664_x,2.0373532436014,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
o7935,12.20315896011,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,,3.0,
o4530_b,0.36178467751609,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,
o7088,4.2898721129308,,3.0,,,,,,,3.0,,,,3.0,,,,,,,4.0,,,,,,4.0,,
o1068_y,4.6115862192712,,,,3.0,,,,,,,,,3.0,,,,,,4.0,,,,,,4.0,,,
ros_2.3_02200,0.56728640035783,,,,,4.0,,,,4.0,,3.0,,,4.0,,,,,,,,,,,,,,
o7345,4.3943925664746,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
o5046,4.0882219594673,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,
ode_1.12_618,1.2727859913791,,,,,,,,,,,,,,,,,,,,4.0,,,5.0,,,,,
o8448,7.9195825418543,3.0,,3.0,4.0,,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,
o6570,0.8269280504155,,,,,,,2.0,,,,4.0,,,,4.0,,,,,,,,,,,4.0,,
o5783,1.4381521611564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8072,5.6611762531695,,,,,,,,2.0,,,,,2.0,2.0,,,2.0,,2.0,2.0,2.0,,2.0,,,2.0,,2.0
o7351,4.6431331797472,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
o8957_a,5.3816295058176,,,,,,,,,,,,,,,3.0,,2.0,2.0,,,,,3.0,,,,,
o7024,1.2889287228357,,,,,,,4.0,,,,3.0,,,,3.0,,,,,4.0,,,,,,,,
ros_2.4_04500,0.39787471922171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4656_y,1.2970139167935,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o6935,7.6419189690532,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,3.0
o10327,1.4919800292145,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
o1503,4.4724696147367,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
ros_2.3_05000,0.63553310330248,,,,,,,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,4.0,,,,,
o5553,3.130600489902,,,,,,,,4.0,4.0,3.0,,,,,,,,4.0,,,,,4.0,,,,,
o6712,6.4589720845875,,,,,,,,3.0,,3.0,3.0,3.0,,,,,,,3.0,,4.0,,,,,,,2.0
o10067,2.3326521723308,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
o8087,11.600972075861,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,,,3.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,
o8386_g,9.5298222896542,3.0,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,,,,,,4.0,,,,,,5.0
o10309,1.3050804722376,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,
o8669_a,3.2775191486178,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,
o4357,1.6585480726731,,4.0,,,,,,4.0,,4.0,,4.0,,4.0,,,,,,,,,,,3.0,,,
rib_1.10.00810,2.4359645596584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7312,2.8070179983432,,,,,,,,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,
o4964,2.5708051506779,,,,,,,,,3.0,,3.0,,3.0,,3.0,,,,,,3.0,,,,,,3.0,
t155,0.38538086915411,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o285_x,3.4234124721162,,,,,,,,,,,,,,,,4.0,,,,,,,,,3.0,,,
o8371_k,7.6893922858947,,,,,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,3.0,,,,,,,4.0,
1.9.b-0685-030,0.055934983629634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o7860,7.1576097556598,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,5.0
1.5.b-0330-050,0.45808022743905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o9878,1.0508909611299,,,2.0,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,
o8695a,4.8987613522349,,,,,,3.0,,,,,,4.0,,,,,,,,,,4.0,,,,,,4.0
o4234,2.1085748580914,,,,,,,,,,2.0,3.0,,,,,,,,,,2.0,,,,,,3.0,
o3463_a,1.1515280389781,,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,4.0,4.0,,4.0,,,,,,,,,5.0,,,,,,4.0
o8976,3.2657528017527,,,,,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,5.0,,,
nyk_2.5_635,1.1445939663587,,2.0,3.0,4.0,3.0,,,3.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,
o4873_x,3.1535021856621,4.0,,,,,,,4.0,,3.0,,4.0,,,,,3.0,,3.0,,3.0,,,,,,3.0,
o9997_y,2.221196460158,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
o3541_a,2.3241330341155,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
o4591_x,3.0359559896978,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
o8558_a,3.5577177923787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o9906_x,1.416739583169,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,2.0,
ode_1.13_468,0.97463843449372,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
o9990_x,2.8423281371852,,,,,,,,,,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
o4079,3.3182024732465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4027,5.6414013835775,,,,,,4.0,,,,,4.0,,,,,,,4.0,,4.0,,,,,,,5.0,
o6792_a,1.0106553257432,,,,,,,3.0,,,,3.0,,,,3.0,3.0,,,,,,,,,,4.0,,
o6567,2.1517893203959,,,,3.0,,,,,,,,,4.0,,,,,,,,,5.0,,,,,,4.0
o5450,5.9888264367145,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,2.0,,,2.0,,,3.0,,,,
t368,0.08822079852864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8716,5.0357290363064,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,
t2,0.16870547674308,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o8392_b,4.9791813085772,2.0,,2.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,,,3.0,2.0,,3.0,,,,3.0,,,2.0,
ode_1.12_830,1.2604747221241,,,,,,,,,,,,,,,,,3.0,,,,,,,,,4.0,,
o3728,3.1530606792377,,,,,,,3.0,,,,,,,,,,4.0,,,,,,,,4.0,3.0,,
o6977,1.1182819754307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aal1.2.3041,1.716832179088,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
o9829,1.9259012137621,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,2.0,,
o6978,3.7151735385048,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,
o8229,10.39034183506,,,,,,,,3.0,3.0,4.0,4.0,3.0,,,,,3.0,,,,,4.0,,,,,,3.0
o5284,1.1628662310724,,,,,2.0,,,3.0,,2.0,,,2.0,,,,,3.0,,,,,,,,3.0,,
o5577,0.77139602494746,,,,,2.0,,,,3.0,,,3.0,,,3.0,,,,,3.0,,,,,,,2.0,
o8638_b,0.36519027479432,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o8347_a,5.6659202737291,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
ros_2.3_06620,1.1884955763876,,,,,,,,2.0,,2.0,,,3.0,,,,,,,3.0,,,,,,,3.0,
o4977_y,5.8228251979039,,,,,,,3.0,,,3.0,,3.0,,4.0,,,,,,,,,,5.0,,,,
o5677,0.57073355934126,,,4.0,,,,,,4.0,,4.0,,,4.0,,,,,,,,,,,,,4.0,
o6270,0.86345626414381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8505,5.4895486547232,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
o3430_x,5.4234591373263,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
o9559,0.66977202001918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o8238,2.147534303165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3944,2.0904911556506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6168,2.0906035139806,,,,,4.0,,,,,,4.0,,,,,,,,,,,3.0,,,,,,4.0
o8239_a,3.020690165366,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
o6449,4.1570925781484,,,,3.0,,,,,,,,,3.0,,,,,,,,4.0,,,,,,,4.0
aal1.2.3268,2.5536450832397,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
o4369,1.0227120889617,,,,,1.0,,2.0,,,3.0,,,,,,,,,,,,3.0,,,,,,3.0
o7963,1.4467237658373,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
o8224,4.689024903667,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,
1.5.a-0010-020,1.7307738175789,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
o8686,5.3500366234594,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,4.0,,
rib_1.11.01423,1.7722178835773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3588,3.1485181664864,,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,4.0,
o10055,0.70870768122285,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
o6660_x,0.61832907940995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6824,0.79944576603979,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
o5652,2.744462830255,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,
ode_1.13_87,0.40176879980104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o5380,4.0668034572623,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
o5818,0.96708578758732,,3.0,,,3.0,,,,,,,,4.0,,,,,,,,,,4.0,,,,,
o8439,3.4694588234738,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,3.0,,,,,,5.0
o5432,11.989657061507,,,,,,,,4.0,4.0,4.0,4.0,4.0,,,4.0,,,,,4.0,4.0,,,,,5.0,,
o3315,2.8419311146856,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,5.0
